"Time	RPM	MAP	TP	lambda	MAT	CLT	Gego	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	PW_raw	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	Vbatt	IacInt	speed_rpm_ratio	altitude	speed	course	distance	distance_sum	inst_Vems	torque	torque_nominal	L100km	lambda_corr_ego	lambda_corr_ego	afr_diff	corrected_ve	",Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
"2.250	2009	54.5	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	47	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.322	36.783	35.105	255.000	0.922	0.922	1.009	82.988	",2.25,2009,54.5,1.2,0.991,30,85,93,100,100,97,0,90,3.728,2.964,18,47,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.322,36.783,35.105,255,0.922,0.922,1.009,82.988
"2.297	2000	66.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	47	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.802	35.301	33.618	255.000	0.930	0.930	1.000	83.700	",2.297,2000,66.3,1.2,1,30,85,93,100,100,97,0,90,4.356,3.592,18,47,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.802,35.301,33.618,255,0.93,0.93,1,83.7
"2.344	2011	80.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.435	35.697	34.014	255.000	0.928	0.928	1.002	83.522	",2.344,2011,80.5,1.2,0.998,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.435,35.697,34.014,255,0.928,0.928,1.002,83.522
"2.391	1998	67.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.858	37.376	35.700	255.000	0.930	0.930	1.000	83.700	",2.391,1998,67.5,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.858,37.376,35.7,255,0.93,0.93,1,83.7
"2.438	1998	66.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	46	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.824	35.894	34.213	255.000	0.928	0.928	1.002	83.522	",2.438,1998,66.5,1.2,0.998,30,85,93,100,100,97,0,90,4.388,3.624,18,46,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.824,35.894,34.213,255,0.928,0.928,1.002,83.522
"2.485	2004	54.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	46	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.317	36.981	35.304	255.000	0.928	0.928	1.002	83.522	",2.485,2004,54.5,1.2,0.998,30,85,93,100,100,97,0,90,3.72,2.964,18,46,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.317,36.981,35.304,255,0.928,0.928,1.002,83.522
"2.532	1996	66.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	47	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.821	34.610	32.924	255.000	0.932	0.932	0.998	83.878	",2.532,1996,66.5,1.2,1.002,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.821,34.61,32.924,255,0.932,0.932,0.998,83.878
"2.579	2007	80.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	47	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.416	36.191	34.510	255.000	0.932	0.932	0.998	83.878	",2.579,2007,80,1.2,1.002,30,85,93,100,100,97,0,90,5.12,4.364,18,47,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.416,36.191,34.51,255,0.932,0.932,0.998,83.878
"2.625	1993	67.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.411	3.640	18	46	7.3	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.829	34.807	33.122	255.000	0.930	0.930	1.000	83.700	",2.625,1993,67,1.2,1,30,85,93,100,100,97,0,90,4.411,3.64,18,46,7.3,1,30,4.03,675,12,123,0,0,0,0,0,0,2.829,34.807,33.122,255,0.93,0.93,1,83.7
"2.672	2001	54.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.313	36.289	34.609	255.000	0.930	0.930	1.000	83.700	",2.672,2001,54.8,1.2,1,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.313,36.289,34.609,255,0.93,0.93,1,83.7
"2.719	1992	66.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	46	7.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.791	36.191	34.510	255.000	0.930	0.930	1.000	83.700	",2.719,1992,66,1.2,1,30,85,93,100,100,97,0,90,4.356,3.592,18,46,7.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.791,36.191,34.51,255,0.93,0.93,1,83.7
"2.766	2001	80.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.418	36.882	35.204	255.000	0.928	0.928	1.002	83.522	",2.766,2001,80.5,1.2,0.998,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.418,36.882,35.204,255,0.928,0.928,1.002,83.522
"2.813	2003	80.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	47	8.5	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.409	36.092	34.411	255.000	0.928	0.928	1.002	83.522	",2.813,2003,80.3,1.2,0.998,30,85,93,100,100,97,0,90,5.12,4.364,18,47,8.5,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.409,36.092,34.411,255,0.928,0.928,1.002,83.522
"2.860	1984	67.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	47	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.816	34.116	32.428	255.000	0.928	0.928	1.002	83.522	",2.86,1984,67,1.2,0.998,30,85,93,100,100,97,0,90,4.396,3.64,18,47,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.816,34.116,32.428,255,0.928,0.928,1.002,83.522
"2.907	1996	55.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	46	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.332	36.685	35.006	255.000	0.932	0.932	0.998	83.878	",2.907,1996,55,1.2,1.002,30,85,93,100,100,97,0,90,3.752,2.996,18,46,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.332,36.685,35.006,255,0.932,0.932,0.998,83.878
"2.954	1988	66.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	46	7.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.785	33.621	31.932	255.000	0.932	0.932	0.998	83.878	",2.954,1988,66,1.2,1.002,30,85,93,100,100,97,0,90,4.356,3.592,18,46,7.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.785,33.621,31.932,255,0.932,0.932,0.998,83.878
"3.000	2001	80.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	46	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.418	36.586	34.907	255.000	0.932	0.932	0.998	83.878	",3,2001,80.5,1.2,1.002,30,85,93,100,100,97,0,90,5.136,4.38,18,46,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.418,36.586,34.907,255,0.932,0.932,0.998,83.878
"3.047	1993	67.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.829	35.301	33.618	255.000	0.932	0.932	0.998	83.878	",3.047,1993,67.3,1.2,1.002,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.829,35.301,33.618,255,0.932,0.932,0.998,83.878
"3.094	1998	54.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.700	2.936	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.288	36.783	35.105	255.000	0.932	0.932	0.998	83.878	",3.094,1998,54.3,1.2,1.002,30,85,93,100,100,97,0,90,3.7,2.936,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.288,36.783,35.105,255,0.932,0.932,0.998,83.878
"3.141	1990	66.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.395	3.624	18	47	7.3	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.813	34.807	33.122	255.000	0.932	0.932	0.998	83.878	",3.141,1990,66.8,1.2,1.002,30,85,93,100,100,97,0,90,4.395,3.624,18,47,7.3,1,30,4.03,675,12,123,0,0,0,0,0,0,2.813,34.807,33.122,255,0.932,0.932,0.998,83.878
"3.188	1995	81.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.324	3.560	18	47	7.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.770	34.116	32.428	255.000	0.930	0.930	1.000	83.700	",3.188,1995,81,1.2,1,30,85,93,100,100,97,0,90,4.324,3.56,18,47,7.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.77,34.116,32.428,255,0.93,0.93,1,83.7
"3.235	2008	80.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	46	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.430	36.487	34.808	255.000	0.930	0.930	1.000	83.700	",3.235,2008,80.5,1.2,1,30,85,93,100,100,97,0,90,5.136,4.38,18,46,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.43,36.487,34.808,255,0.93,0.93,1,83.7
"3.282	1996	67.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.834	34.313	32.626	255.000	0.932	0.932	0.998	83.878	",3.282,1996,67.3,1.2,1.002,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.834,34.313,32.626,255,0.932,0.932,0.998,83.878
"3.329	2002	54.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	46	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.314	36.783	35.105	255.000	0.932	0.932	0.998	83.878	",3.329,2002,54.8,1.2,1.002,30,85,93,100,100,97,0,90,3.72,2.964,18,46,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.314,36.783,35.105,255,0.932,0.932,0.998,83.878
"3.375	2001	68.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.468	3.704	18	46	7.4	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.891	34.313	32.626	255.000	0.936	0.936	0.994	84.234	",3.375,2001,68,1.2,1.006,30,85,93,100,100,97,0,90,4.468,3.704,18,46,7.4,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.891,34.313,32.626,255,0.936,0.936,0.994,84.234
"3.422	2012	81.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.172	4.408	18	47	8.7	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.459	35.301	33.618	255.000	0.938	0.938	0.992	84.412	",3.422,2012,81,1.2,1.009,30,85,93,100,100,97,0,90,5.172,4.408,18,47,8.7,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.459,35.301,33.618,255,0.938,0.938,0.992,84.412
"3.469	2000	67.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	47	7.4	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.861	35.301	33.618	255.000	0.936	0.936	0.994	84.234	",3.469,2000,67.5,1.2,1.006,30,85,93,100,100,97,0,90,4.432,3.668,18,47,7.4,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.861,35.301,33.618,255,0.936,0.936,0.994,84.234
"3.516	2008	54.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.321	34.610	32.924	255.000	0.932	0.932	0.998	83.878	",3.516,2008,54.5,1.2,1.002,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.321,34.61,32.924,255,0.932,0.932,0.998,83.878
"3.563	2009	55.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	46	6.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.347	36.487	34.808	255.000	0.936	0.936	0.994	84.234	",3.563,2009,55,1.2,1.006,30,85,93,100,100,97,0,90,3.752,2.996,18,46,6.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.347,36.487,34.808,255,0.936,0.936,0.994,84.234
"3.610	2004	66.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.832	34.214	32.527	255.000	0.930	0.930	1.000	83.700	",3.61,2004,66.5,1.2,1,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.832,34.214,32.527,255,0.93,0.93,1,83.7
"3.657	2014	80.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.428	36.289	34.609	255.000	0.928	0.928	1.002	83.522	",3.657,2014,80.3,1.2,0.998,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.428,36.289,34.609,255,0.928,0.928,1.002,83.522
"3.704	2006	66.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.395	3.624	18	47	7.3	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.835	34.313	32.626	255.000	0.928	0.928	1.002	83.522	",3.704,2006,66.5,1.2,0.998,30,85,93,100,100,97,0,90,4.395,3.624,18,47,7.3,1,30,4.03,675,12,123,0,0,0,0,0,0,2.835,34.313,32.626,255,0.928,0.928,1.002,83.522
"3.750	2012	54.8	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	47	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.326	35.005	33.320	255.000	0.926	0.926	1.004	83.344	",3.75,2012,54.8,1.2,0.996,30,85,93,100,100,97,0,90,3.728,2.964,18,47,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.326,35.005,33.32,255,0.926,0.926,1.004,83.344
"3.797	2006	67.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.4	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.848	34.116	32.428	255.000	0.928	0.928	1.002	83.522	",3.797,2006,67.3,1.2,0.998,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.4,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.848,34.116,32.428,255,0.928,0.928,1.002,83.522
"3.844	2018	79.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	5.084	4.328	18	46	8.5	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.406	35.301	33.618	255.000	0.930	0.930	1.000	83.700	",3.844,2018,79.8,1.2,1,30,85,93,100,100,97,0,90,5.084,4.328,18,46,8.5,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.406,35.301,33.618,255,0.93,0.93,1,83.7
"3.891	2020	80.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	46	8.6	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.438	37.179	35.502	255.000	0.928	0.928	1.002	83.522	",3.891,2020,80.3,1.2,0.998,30,85,93,100,100,97,0,90,5.128,4.364,18,46,8.6,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.438,37.179,35.502,255,0.928,0.928,1.002,83.522
"3.938	2006	67.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.848	35.301	33.618	255.000	0.930	0.930	1.000	83.700	",3.938,2006,67,1.2,1,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.848,35.301,33.618,255,0.93,0.93,1,83.7
"3.985	2015	54.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.329	36.882	35.204	255.000	0.928	0.928	1.002	83.522	",3.985,2015,54.8,1.2,0.998,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.329,36.882,35.204,255,0.928,0.928,1.002,83.522
"4.032	2011	67.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	47	7.4	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.855	34.313	32.626	255.000	0.928	0.928	1.002	83.522	",4.032,2011,67,1.2,0.998,30,85,93,100,100,97,0,90,4.396,3.64,18,47,7.4,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.855,34.313,32.626,255,0.928,0.928,1.002,83.522
"4.079	2022	79.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.099	4.328	18	47	8.6	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	3.413	36.092	34.411	255.000	0.928	0.928	1.002	83.522	",4.079,2022,79.8,1.2,0.998,30,85,93,100,100,97,0,90,5.099,4.328,18,47,8.6,1,30,4.03,675,12,123,0,0,0,0,0,0,3.413,36.092,34.411,255,0.928,0.928,1.002,83.522
"4.125	2009	66.8	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.839	35.301	33.618	255.000	0.922	0.922	1.009	82.988	",4.125,2009,66.8,1.2,0.991,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.839,35.301,33.618,255,0.922,0.922,1.009,82.988
"4.172	2015	54.3	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	3.707	2.936	18	46	6.2	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.307	36.092	34.411	255.000	0.922	0.922	1.009	82.988	",4.172,2015,54.3,1.2,0.991,30,85,93,100,100,97,0,90,3.707,2.936,18,46,6.2,1,30,4.03,675,12,123,0,0,0,0,0,0,2.307,36.092,34.411,255,0.922,0.922,1.009,82.988
"4.219	2010	54.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.692	2.936	18	47	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.302	37.080	35.403	255.000	0.926	0.926	1.004	83.344	",4.219,2010,54.3,1.2,0.996,30,85,93,100,100,97,0,90,3.692,2.936,18,47,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.302,37.08,35.403,255,0.926,0.926,1.004,83.344
"4.266	2005	66.3	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	4.348	3.592	18	47	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.809	35.301	33.618	255.000	0.922	0.922	1.009	82.988	",4.266,2005,66.3,1.2,0.991,30,85,93,100,100,97,0,90,4.348,3.592,18,47,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.809,35.301,33.618,255,0.922,0.922,1.009,82.988
"4.313	2017	79.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	5.056	4.300	18	46	8.5	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.383	37.969	36.295	255.000	0.926	0.926	1.004	83.344	",4.313,2017,79.3,1.2,0.996,30,85,93,100,100,97,0,90,5.056,4.3,18,46,8.5,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.383,37.969,36.295,255,0.926,0.926,1.004,83.344
"4.360	2006	66.8	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	46	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.835	35.301	33.618	255.000	0.922	0.922	1.009	82.988	",4.36,2006,66.8,1.2,0.991,30,85,93,100,100,97,0,90,4.388,3.624,18,46,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.835,35.301,33.618,255,0.922,0.922,1.009,82.988
"4.407	2011	54.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.325	36.092	34.411	255.000	0.926	0.926	1.004	83.344	",4.407,2011,54.5,1.2,0.996,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.325,36.092,34.411,255,0.926,0.926,1.004,83.344
"4.454	2004	67.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.845	35.301	33.618	255.000	0.930	0.930	1.000	83.700	",4.454,2004,67.3,1.2,1,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.845,35.301,33.618,255,0.93,0.93,1,83.7
"4.500	2013	80.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	46	8.6	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.426	37.179	35.502	255.000	0.928	0.928	1.002	83.522	",4.5,2013,80,1.2,0.998,30,85,93,100,100,97,0,90,5.128,4.364,18,46,8.6,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.426,37.179,35.502,255,0.928,0.928,1.002,83.522
"4.547	2016	80.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.444	37.574	35.899	255.000	0.928	0.928	1.002	83.522	",4.547,2016,80.5,1.2,0.998,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.444,37.574,35.899,255,0.928,0.928,1.002,83.522
"4.594	1996	67.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.834	35.104	33.419	255.000	0.930	0.930	1.000	83.700	",4.594,1996,67,1.2,1,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.834,35.104,33.419,255,0.93,0.93,1,83.7
"4.641	2001	54.8	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	47	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.313	37.278	35.601	255.000	0.922	0.922	1.009	82.988	",4.641,2001,54.8,1.2,0.991,30,85,93,100,100,97,0,90,3.72,2.964,18,47,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.313,37.278,35.601,255,0.922,0.922,1.009,82.988
"4.688	1993	65.8	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.324	3.560	18	47	7.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.767	34.017	32.329	255.000	0.926	0.926	1.004	83.344	",4.688,1993,65.8,1.2,0.996,30,85,93,100,100,97,0,90,4.324,3.56,18,47,7.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.767,34.017,32.329,255,0.926,0.926,1.004,83.344
"4.750	2004	81.0	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	5.164	4.408	18	46	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.445	36.685	35.006	255.000	0.926	0.926	1.004	83.344	",4.75,2004,81,1.2,0.996,30,85,93,100,100,97,0,90,5.164,4.408,18,46,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.445,36.685,35.006,255,0.926,0.926,1.004,83.344
"4.797	2008	80.3	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	46	8.6	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.418	37.772	36.097	255.000	0.922	0.922	1.009	82.988	",4.797,2008,80.3,1.2,0.991,30,85,93,100,100,97,0,90,5.128,4.364,18,46,8.6,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.418,37.772,36.097,255,0.922,0.922,1.009,82.988
"4.844	1993	67.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	47	7.4	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.851	36.191	34.510	255.000	0.926	0.926	1.004	83.344	",4.844,1993,67.5,1.2,0.996,30,85,93,100,100,97,0,90,4.432,3.668,18,47,7.4,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.851,36.191,34.51,255,0.926,0.926,1.004,83.344
"4.938	1980	67.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.811	33.819	32.130	255.000	0.928	0.928	1.002	83.522	",4.938,1980,67.3,1.2,0.998,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.811,33.819,32.13,255,0.928,0.928,1.002,83.522
